0|0  0  160  0  1  0  8  252|16  3  160  64  0  0  16  72  122  121  122  40  0  24  51  126|True
1|0  1  160  0  1  0  8  255|16  3  160  64  0  0  16  72  122  121  122  40  0  24  51  126|True
2|0  2  160  0  1  0  8  254|16  3  160  64  0  0  16  72  122  121  122  40  0  24  51  126|True
3|0  3  160  0  1  0  8  249|16  3  160  64  0  0  16  72  122  121  122  40  0  24  51  126|True
4|0  4  160  0  1  0  8  248|16  3  160  64  0  0  16  72  122  121  122  40  0  24  51  126|True
5|0  5  160  0  1  0  8  251|16  3  160  64  0  0  16  72  122  121  122  40  0  24  51  126|True
6|0  6  160  0  1  0  8  250|16  3  160  64  0  0  16  72  122  121  122  40  0  24  51  126|True
7|0  7  160  0  1  0  8  229|16  3  160  64  0  0  16  72  122  121  122  40  0  24  51  126|True
8|0  8  160  0  1  0  8  228|16  3  160  64  0  0  16  72  122  121  122  40  0  24  51  126|True
9|0  9  160  0  1  0  8  231|16  3  160  64  0  0  16  72  122  121  122  40  0  24  51  126|True
10|0  10  160  0  1  0  8  230|16  3  160  64  0  0  16  72  122  121  122  40  0  24  51  126|True
11|0  11  160  0  1  0  8  225|16  3  160  64  0  0  16  72  122  121  122  40  0  24  51  126|True
12|0  12  160  0  1  0  8  224|16  3  160  64  0  0  16  72  122  121  122  40  0  24  51  126|True
13|0  13  160  0  1  0  8  227|16  3  160  64  0  0  16  72  122  121  122  40  0  24  51  126|True
14|0  14  160  0  1  0  8  226|16  3  160  64  0  0  16  72  122  121  122  40  0  24  51  126|True
15|0  15  160  0  1  0  8  237|16  3  160  64  0  0  16  72  122  121  122  40  0  24  51  126|True
16|0  16  160  0  1  0  8  236|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
17|0  17  160  0  1  0  8  239|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
18|0  18  160  0  1  0  8  238|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
19|0  19  160  0  1  0  8  233|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
20|0  20  160  0  1  0  8  232|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
21|0  21  160  0  1  0  8  235|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
22|0  22  160  0  1  0  8  234|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
23|0  23  160  0  1  0  8  149|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
24|0  24  160  0  1  0  8  148|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
25|0  25  160  0  1  0  8  151|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
26|0  26  160  0  1  0  8  150|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
27|0  27  160  0  1  0  8  145|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
28|0  28  160  0  1  0  8  144|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
29|0  29  160  0  1  0  8  147|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
30|0  30  160  0  1  0  8  146|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
31|0  31  160  0  1  0  8  157|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
32|0  32  160  0  1  0  8  156|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
33|0  33  160  0  1  0  8  159|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
34|0  34  160  0  1  0  8  158|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
35|0  35  160  0  1  0  8  153|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
36|0  36  160  0  1  0  8  152|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
37|0  37  160  0  1  0  8  155|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
38|0  38  160  0  1  0  8  154|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
39|0  39  160  0  1  0  8  133|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
40|0  40  160  0  1  0  8  132|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
41|0  41  160  0  1  0  8  135|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
42|0  42  160  0  1  0  8  134|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
43|0  43  160  0  1  0  8  129|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
44|0  44  160  0  1  0  8  128|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
45|0  45  160  0  1  0  8  131|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
46|0  46  160  0  1  0  8  130|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
47|0  47  160  0  1  0  8  141|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
48|0  48  160  0  1  0  8  140|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
49|0  49  160  0  1  0  8  143|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
50|0  50  160  0  1  0  8  142|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
51|0  51  160  0  1  0  8  137|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
52|0  52  160  0  1  0  8  136|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
53|0  53  160  0  1  0  8  139|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
54|0  54  160  0  1  0  8  138|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
55|0  55  160  0  1  0  8  181|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
56|0  56  160  0  1  0  8  180|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
57|0  57  160  0  1  0  8  183|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
58|0  58  160  0  1  0  8  182|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
59|0  59  160  0  1  0  8  177|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
60|0  60  160  0  1  0  8  176|16  3  160  64  0  0  16  72  122  121  121  40  0  24  51  127|True
