0|0  0  0  0  1  0  8  92|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
1|0  0  1  0  1  0  8  95|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
2|0  0  2  0  1  0  8  94|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
3|0  0  3  0  1  0  8  89|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
4|0  0  4  0  1  0  8  88|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
5|0  0  5  0  1  0  8  91|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
6|0  0  6  0  1  0  8  90|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
7|0  0  7  0  1  0  8  69|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
8|0  0  8  0  1  0  8  68|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
9|0  0  9  0  1  0  8  71|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
10|0  0  10  0  1  0  8  70|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
11|0  0  11  0  1  0  8  65|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
12|0  0  12  0  1  0  8  64|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
13|0  0  13  0  1  0  8  67|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
14|0  0  14  0  1  0  8  66|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
15|0  0  15  0  1  0  8  77|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
16|0  0  16  0  1  0  8  76|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
17|0  0  17  0  1  0  8  79|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
18|0  0  18  0  1  0  8  78|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
19|0  0  19  0  1  0  8  73|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
20|0  0  20  0  1  0  8  72|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
21|0  0  21  0  1  0  8  75|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
22|0  0  22  0  1  0  8  74|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
23|0  0  23  0  1  0  8  117|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
24|0  0  24  0  1  0  8  116|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
25|0  0  25  0  1  0  8  119|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
26|0  0  26  0  1  0  8  118|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
27|0  0  27  0  1  0  8  113|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
28|0  0  28  0  1  0  8  112|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
29|0  0  29  0  1  0  8  115|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
30|0  0  30  0  1  0  8  114|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
31|0  0  31  0  1  0  8  125|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
32|0  0  32  0  1  0  8  124|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
33|0  0  33  0  1  0  8  127|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
34|0  0  34  0  1  0  8  126|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
35|0  0  35  0  1  0  8  121|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
36|0  0  36  0  1  0  8  120|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
37|0  0  37  0  1  0  8  123|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
38|0  0  38  0  1  0  8  122|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
39|0  0  39  0  1  0  8  101|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
40|0  0  40  0  1  0  8  100|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
41|0  0  41  0  1  0  8  103|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
42|0  0  42  0  1  0  8  102|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
43|0  0  43  0  1  0  8  97|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
44|0  0  44  0  1  0  8  96|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
45|0  0  45  0  1  0  8  99|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
46|0  0  46  0  1  0  8  98|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
47|0  0  47  0  1  0  8  109|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
48|0  0  48  0  1  0  8  108|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
49|0  0  49  0  1  0  8  111|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
50|0  0  50  0  1  0  8  110|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
51|0  0  51  0  1  0  8  105|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
52|0  0  52  0  1  0  8  104|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
53|0  0  53  0  1  0  8  107|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
54|0  0  54  0  1  0  8  106|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
55|0  0  55  0  1  0  8  21|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
56|0  0  56  0  1  0  8  20|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
57|0  0  57  0  1  0  8  23|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
58|0  0  58  0  1  0  8  22|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
59|0  0  59  0  1  0  8  17|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
60|0  0  60  0  1  0  8  16|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
61|0  0  61  0  1  0  8  19|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
62|0  0  62  0  1  0  8  18|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
63|0  0  63  0  1  0  8  29|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
64|0  0  64  0  1  0  8  28|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
65|0  0  65  0  1  0  8  31|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
66|0  0  66  0  1  0  8  30|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
67|0  0  67  0  1  0  8  25|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
68|0  0  68  0  1  0  8  24|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
69|0  0  69  0  1  0  8  27|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
70|0  0  70  0  1  0  8  26|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
71|0  0  71  0  1  0  8  5|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
72|0  0  72  0  1  0  8  4|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
73|0  0  73  0  1  0  8  7|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
74|0  0  74  0  1  0  8  6|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
75|0  0  75  0  1  0  8  1|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
76|0  0  76  0  1  0  8  0|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
77|0  0  77  0  1  0  8  3|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
78|0  0  78  0  1  0  8  2|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
79|0  0  79  0  1  0  8  13|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
80|0  0  80  0  1  0  8  12|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
81|0  0  81  0  1  0  8  15|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
82|0  0  82  0  1  0  8  14|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
83|0  0  83  0  1  0  8  9|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
84|0  0  84  0  1  0  8  8|0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0|False
